rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,espn,sleeper,cbs,nfl,rtsports,fantrax,avg,sleeper_id
398,Jaelen Strong,13906,jaelen-strong,,,WR,129,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,358,358.0,2375
399,David Fluellen,12342,david-fluellen,,,RB,115,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,359,359.0,1794
400,Maxx Williams,13919,maxx-williams,,,TE,48,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,360,360.0,2360
401,J.D. McKissic,16230,jd-mckissic,,,RB,116,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,361,361.0,3664
402,Jordan Leggett,16458,jordan-leggett,,,TE,49,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,362,362.0,4153
403,Tyler Ervin,15661,tyler-ervin,,,RB,117,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,363,363.0,3280
404,Trent Taylor,16505,trent-taylor,,,WR,130,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,364,364.0,4218
405,Jonnu Smith,16460,jonnu-smith,,,TE,50,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,365,365.0,4144
406,Ryan Griffin,11830,ryan-griffin,,,TE,51,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,366,366.0,1425
407,Ka'imi Fairbairn,15756,kaimi-fairbairn,HOU,7,K,34,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,367,367.0,3451
408,Michael Campanaro,12305,michael-campanaro,,,WR,131,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,368,368.0,1866
409,Albert Wilson,12338,albert-wilson,,,WR,132,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,369,369.0,2025
