value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total
ktc,hwang,2021,2024_2,5892,106.8,106.1,200,2008
ktc,hwang,2021,2024_2,5906,90.3,89.8,200,2008
ktc,hwang,2021,2024_2,5917,27.7,27.3,200,2008
ktc,hwang,2021,2024_2,5927,78.1,77.7,200,2008
ktc,hwang,2021,2024_2,5937,106.3,105.7,200,2008
ktc,hwang,2021,2024_2,5938,16.1,15.8,200,2008
ktc,hwang,2021,2024_2,5947,49.6,49,200,2008
ktc,hwang,2021,2024_2,5955,87.2,86.5,200,2008
ktc,hwang,2021,2024_2,5967,73.2,72.4,200,2008
ktc,hwang,2021,2024_2,5970,0.1,0.1,200,2008
ktc,hwang,2021,2024_2,5973,4.2,4.1,200,2008
ktc,hwang,2021,2024_2,5980,83.9,83.3,200,2008
ktc,hwang,2021,2024_2,5985,43.7,43.4,200,2008
ktc,hwang,2021,2024_2,5987,61.1,60.6,200,2008
ktc,hwang,2021,2024_2,6001,3.1,3,200,2008
ktc,hwang,2021,2024_2,6011,9.4,9.2,200,2008
ktc,hwang,2021,2024_2,6039,52,51.5,200,2008
ktc,hwang,2021,2024_2,6074,26,25.8,200,2008
ktc,hwang,2021,2024_2,6130,84.8,84.1,200,2008
ktc,hwang,2021,2024_2,6144,0.3,0.3,200,2008
ktc,hwang,2021,2024_2,6149,16.3,16.1,200,2008
ktc,hwang,2021,2024_2,6151,55.5,54.9,200,2008
ktc,hwang,2021,2024_2,6234,44.1,43.8,200,2008
ktc,hwang,2021,2024_2,6271,24.5,24.2,200,2008
ktc,hwang,2021,2024_2,6290,0.1,0.1,200,2008
ktc,hwang,2021,2024_2,6421,29.3,29,200,2008
ktc,hwang,2021,2024_2,6598,0.3,0.3,200,2008
ktc,hwang,2021,2024_2,6659,16.3,16.2,200,2008
ktc,hwang,2021,2024_2,6694,46.8,46.7,200,2008
ktc,hwang,2021,2024_2,6768,71.8,70.9,200,2008
ktc,hwang,2021,2024_2,6770,141.9,140.7,200,2008
ktc,hwang,2021,2024_2,6783,18.4,18.1,200,2008
ktc,hwang,2021,2024_2,6786,99.8,99.2,200,2008
ktc,hwang,2021,2024_2,6790,103.6,103,200,2008
ktc,hwang,2021,2024_2,6794,156.7,156,200,2008
ktc,hwang,2021,2024_2,6797,178.5,177.1,200,2008
ktc,hwang,2021,2024_2,6801,99.4,98.8,200,2008
ktc,hwang,2021,2024_2,6803,57.7,57.2,200,2008
ktc,hwang,2021,2024_2,6804,4.5,4.4,200,2008
ktc,hwang,2021,2024_2,6805,1,0.9,200,2008
ktc,hwang,2021,2024_2,6806,0,0,200,2008
ktc,hwang,2021,2024_2,6813,268.5,267.5,200,2008
ktc,hwang,2021,2024_2,6814,18.6,18.3,200,2008
ktc,hwang,2021,2024_2,6819,89.5,89,200,2008
ktc,hwang,2021,2024_2,6820,64.9,64.3,200,2008
ktc,hwang,2021,2024_2,6824,44.2,43.9,200,2008
ktc,hwang,2021,2024_2,6826,40.1,39.6,200,2008
ktc,hwang,2021,2024_2,6828,103,102.3,200,2008
ktc,hwang,2021,2024_2,6843,29.7,29.4,200,2008
ktc,hwang,2021,2024_2,6845,50.4,49.8,200,2008
ktc,hwang,2021,2024_2,6847,17.2,16.8,200,2008
ktc,hwang,2021,2024_2,6849,2.8,2.6,200,2008
ktc,hwang,2021,2024_2,6850,18.9,18.6,200,2008
ktc,hwang,2021,2024_2,6853,69.8,69.2,200,2008
ktc,hwang,2021,2024_2,6865,0.3,0.3,200,2008
ktc,hwang,2021,2024_2,6869,22.6,22.4,200,2008
ktc,hwang,2021,2024_2,6885,10.7,10.6,200,2008
ktc,hwang,2021,2024_2,6886,50.9,50.3,200,2008
ktc,hwang,2021,2024_2,6904,165,164.3,200,2008
ktc,hwang,2021,2024_2,6918,9.3,9.1,200,2008
ktc,hwang,2021,2024_2,6920,0,0,200,2008
ktc,hwang,2021,2024_2,6927,21.7,21.4,200,2008
ktc,hwang,2021,2024_2,6931,16.9,16.7,200,2008
