league,match_id,minute,elapsed,elapsed_plus
France Ligue 1,5942,42,42,0
France Ligue 1,5942,69,69,0
France Ligue 1,5942,71,71,0
France Ligue 1,5943,81,81,0
France Ligue 1,5943,90,90,0
France Ligue 1,5944,61,61,0
France Ligue 1,5944,74,74,0
France Ligue 1,5945,30,30,0
France Ligue 1,5945,35,35,0
France Ligue 1,5946,12,12,0
France Ligue 1,5946,20,20,0
France Ligue 1,5946,55,55,0
France Ligue 1,5946,76,76,0
France Ligue 1,5946,82,82,0
France Ligue 1,5946,88,88,0
France Ligue 1,5947,27,27,0
France Ligue 1,5949,69,69,0
France Ligue 1,5949,88,88,0
France Ligue 1,5950,10,10,0
France Ligue 1,5950,13,13,0
France Ligue 1,5951,36,36,0
France Ligue 1,5951,66,66,0
France Ligue 1,5951,72,72,0
France Ligue 1,5952,5,5,0
France Ligue 1,5952,63,63,0
France Ligue 1,5953,63,63,0
France Ligue 1,5953,82,82,0
France Ligue 1,5954,72,72,0
France Ligue 1,5954,90,90,0
France Ligue 1,5955,64,64,0
France Ligue 1,5955,85,85,0
France Ligue 1,5955,87,87,0
France Ligue 1,5956,21,21,0
France Ligue 1,5956,29,29,0
France Ligue 1,5957,32,32,0
France Ligue 1,5957,57,57,0
France Ligue 1,5958,10,10,0
France Ligue 1,5958,14,14,0
France Ligue 1,5958,43,43,0
France Ligue 1,5959,51,51,0
France Ligue 1,5959,64,64,0
France Ligue 1,5959,71,71,0
France Ligue 1,5959,90,90,0
France Ligue 1,5960,67,67,0
France Ligue 1,5960,81,81,0
France Ligue 1,5961,69,69,0
France Ligue 1,5961,73,73,0
France Ligue 1,5962,2,2,0
France Ligue 1,5962,47,47,0
France Ligue 1,5962,59,59,0
France Ligue 1,5963,36,36,0
France Ligue 1,5963,38,38,0
France Ligue 1,5963,53,53,0
France Ligue 1,5964,62,62,0
France Ligue 1,5965,24,24,0
France Ligue 1,5965,39,39,0
France Ligue 1,5966,49,49,0
France Ligue 1,5968,34,34,0
France Ligue 1,5968,58,58,0
France Ligue 1,5968,79,79,0
France Ligue 1,5969,20,20,0
France Ligue 1,5969,68,68,0
France Ligue 1,5969,88,88,0
France Ligue 1,5970,59,59,0
France Ligue 1,5970,79,79,0
France Ligue 1,5971,11,11,0
France Ligue 1,5971,88,88,0
France Ligue 1,5972,63,63,0
France Ligue 1,5973,9,9,0
France Ligue 1,5973,65,65,0
France Ligue 1,5973,83,83,0
France Ligue 1,5974,18,18,0
France Ligue 1,5974,26,26,0
France Ligue 1,5974,83,83,0
France Ligue 1,5975,10,10,0
France Ligue 1,5975,19,19,0
France Ligue 1,5975,32,32,0
France Ligue 1,5975,77,77,0
France Ligue 1,5975,87,87,0
France Ligue 1,5976,7,7,0
France Ligue 1,5976,33,33,0
France Ligue 1,5976,60,60,0
France Ligue 1,5976,84,84,0
France Ligue 1,5977,50,50,0
France Ligue 1,5977,84,84,0
France Ligue 1,5977,87,87,0
France Ligue 1,5977,89,89,0
France Ligue 1,5978,25,25,0
France Ligue 1,5978,63,63,0
France Ligue 1,5979,2,2,0
France Ligue 1,5979,12,12,0
France Ligue 1,5979,16,16,0
France Ligue 1,5979,37,37,0
France Ligue 1,5979,80,80,0
France Ligue 1,5980,1,1,0
France Ligue 1,5980,51,51,0
France Ligue 1,5981,23,23,0
France Ligue 1,5981,24,24,0
France Ligue 1,5981,27,27,0
France Ligue 1,5981,87,87,0
France Ligue 1,5982,21,21,0
France Ligue 1,5982,23,23,0
France Ligue 1,5982,52,52,0
France Ligue 1,5984,26,26,0
France Ligue 1,5984,33,33,0
France Ligue 1,5984,85,85,0
France Ligue 1,5985,38,38,0
France Ligue 1,5985,52,52,0
France Ligue 1,5985,66,66,0
France Ligue 1,5985,68,68,0
France Ligue 1,5985,75,75,0
France Ligue 1,5986,27,27,0
France Ligue 1,5986,47,47,0
France Ligue 1,5986,62,62,0
France Ligue 1,5986,86,86,0
France Ligue 1,5987,15,15,0
France Ligue 1,5987,35,35,0
France Ligue 1,5988,52,52,0
France Ligue 1,5988,59,59,0
France Ligue 1,5988,76,76,0
France Ligue 1,5988,81,81,0
France Ligue 1,5988,87,87,0
France Ligue 1,5989,13,13,0
France Ligue 1,5989,22,22,0
France Ligue 1,5989,65,65,0
France Ligue 1,5990,16,16,0
France Ligue 1,5990,58,58,0
France Ligue 1,5991,54,54,0
France Ligue 1,5993,10,10,0
France Ligue 1,5993,34,34,0
France Ligue 1,5993,73,73,0
France Ligue 1,5993,90,90,0
France Ligue 1,5994,17,17,0
France Ligue 1,5994,30,30,0
France Ligue 1,5995,10,10,0
France Ligue 1,5995,74,74,0
France Ligue 1,5996,20,20,0
France Ligue 1,5997,25,25,0
France Ligue 1,5997,50,50,0
France Ligue 1,5997,90,90,0
France Ligue 1,5998,46,46,0
France Ligue 1,5999,83,83,0
France Ligue 1,6000,22,22,0
France Ligue 1,6001,34,34,0
France Ligue 1,6002,3,3,0
France Ligue 1,6002,55,55,0
France Ligue 1,6002,60,60,0
France Ligue 1,6003,16,16,0
France Ligue 1,6003,90,90,0
France Ligue 1,6003,90,90,0
France Ligue 1,6004,35,35,0
France Ligue 1,6004,43,43,0
France Ligue 1,6004,70,70,0
France Ligue 1,6005,77,77,0
France Ligue 1,6005,84,84,0
France Ligue 1,6005,90,90,0
France Ligue 1,6006,7,7,0
France Ligue 1,6006,40,40,0
France Ligue 1,6007,68,68,0
France Ligue 1,6007,90,90,0
France Ligue 1,6009,7,7,0
France Ligue 1,6009,33,33,0
France Ligue 1,6009,80,80,0
France Ligue 1,6009,90,90,0
France Ligue 1,6010,47,47,0
France Ligue 1,6010,51,51,0
France Ligue 1,6010,54,54,0
France Ligue 1,6010,68,68,0
France Ligue 1,6010,71,71,0
France Ligue 1,6010,76,76,0
France Ligue 1,6011,9,9,0
France Ligue 1,6011,16,16,0
France Ligue 1,6011,27,27,0
France Ligue 1,6011,35,35,0
France Ligue 1,6011,45,45,0
France Ligue 1,6011,77,77,0
France Ligue 1,6011,88,88,0
France Ligue 1,6011,90,90,0
France Ligue 1,6013,18,18,0
France Ligue 1,6013,37,37,0
France Ligue 1,6013,41,41,0
France Ligue 1,6013,90,90,0
France Ligue 1,6014,54,54,0
France Ligue 1,6015,32,32,0
France Ligue 1,6016,65,65,0
France Ligue 1,6016,78,78,0
France Ligue 1,6018,28,28,0
France Ligue 1,6029,14,14,0
France Ligue 1,6029,27,27,0
France Ligue 1,6029,33,33,0
France Ligue 1,6030,7,7,0
France Ligue 1,6030,11,11,0
France Ligue 1,6030,54,54,0
France Ligue 1,6031,5,5,0
France Ligue 1,6032,22,22,0
France Ligue 1,6032,65,65,0
France Ligue 1,6033,42,42,0
France Ligue 1,6033,50,50,0
France Ligue 1,6033,56,56,0
France Ligue 1,6033,76,76,0
France Ligue 1,6034,61,61,0
France Ligue 1,6034,83,83,0
France Ligue 1,6035,63,63,0
France Ligue 1,6036,14,14,0
France Ligue 1,6036,62,62,0
France Ligue 1,6036,81,81,0
France Ligue 1,6036,83,83,0
France Ligue 1,6037,38,38,0
France Ligue 1,6037,56,56,0
France Ligue 1,6037,68,68,0
France Ligue 1,6037,89,89,0
France Ligue 1,6038,77,77,0
France Ligue 1,6039,68,68,0
France Ligue 1,6039,69,69,0
France Ligue 1,6039,78,78,0
France Ligue 1,6039,82,82,0
France Ligue 1,6040,6,6,0
France Ligue 1,6042,50,50,0
France Ligue 1,6042,86,86,0
France Ligue 1,6042,87,87,0
France Ligue 1,6043,63,63,0
France Ligue 1,6043,80,80,0
France Ligue 1,6044,8,8,0
France Ligue 1,6044,61,61,0
France Ligue 1,6044,82,82,0
France Ligue 1,6044,90,90,0
France Ligue 1,6045,90,90,0
France Ligue 1,6046,15,15,0
France Ligue 1,6046,44,44,0
France Ligue 1,6046,77,77,0
France Ligue 1,6047,35,35,0
France Ligue 1,6048,6,6,0
France Ligue 1,6048,48,48,0
France Ligue 1,6048,90,90,0
France Ligue 1,6049,57,57,0
France Ligue 1,6049,85,85,0
France Ligue 1,6050,1,1,0
France Ligue 1,6050,40,40,0
France Ligue 1,6051,60,60,0
France Ligue 1,6051,71,71,0
France Ligue 1,6051,76,76,0
France Ligue 1,6052,2,2,0
France Ligue 1,6052,43,43,0
France Ligue 1,6052,90,90,0
France Ligue 1,6053,16,16,0
France Ligue 1,6053,34,34,0
France Ligue 1,6053,36,36,0
France Ligue 1,6053,45,45,0
France Ligue 1,6054,41,41,0
France Ligue 1,6056,45,45,0
France Ligue 1,6056,47,47,0
France Ligue 1,6056,79,79,0
France Ligue 1,6056,89,89,0
France Ligue 1,6057,49,49,0
France Ligue 1,6057,56,56,0
France Ligue 1,6057,68,68,0
France Ligue 1,6057,76,76,0
France Ligue 1,6057,88,88,0
France Ligue 1,6057,89,89,0
France Ligue 1,6058,76,76,0
France Ligue 1,6059,18,18,0
France Ligue 1,6059,90,90,0
France Ligue 1,6060,76,76,0
France Ligue 1,6060,90,90,0
France Ligue 1,6061,15,15,0
France Ligue 1,6061,22,22,0
France Ligue 1,6062,2,2,0
France Ligue 1,6062,8,8,0
France Ligue 1,6062,17,17,0
France Ligue 1,6062,50,50,0
France Ligue 1,6062,60,60,0
France Ligue 1,6062,65,65,0
France Ligue 1,6062,75,75,0
France Ligue 1,6062,90,90,0
France Ligue 1,6062,90,90,0
France Ligue 1,6063,13,13,0
France Ligue 1,6063,73,73,0
France Ligue 1,6063,86,86,0
France Ligue 1,6064,53,53,0
France Ligue 1,6064,64,64,0
France Ligue 1,6064,67,67,0
France Ligue 1,6066,16,16,0
France Ligue 1,6067,71,71,0
France Ligue 1,6068,90,90,0
France Ligue 1,6070,41,41,0
France Ligue 1,6071,45,45,0
France Ligue 1,6071,51,51,0
France Ligue 1,6071,57,57,0
France Ligue 1,6071,90,90,0
France Ligue 1,6072,44,44,0
France Ligue 1,6072,53,53,0
France Ligue 1,6072,87,87,0
France Ligue 1,6073,76,76,0
France Ligue 1,6074,16,16,0
France Ligue 1,6074,51,51,0
France Ligue 1,6075,9,9,0
France Ligue 1,6075,20,20,0
France Ligue 1,6075,73,73,0
France Ligue 1,6076,41,41,0
France Ligue 1,6076,47,45,2
France Ligue 1,6076,82,82,0
France Ligue 1,6076,88,88,0
France Ligue 1,6077,24,24,0
France Ligue 1,6077,53,53,0
France Ligue 1,6077,67,67,0
France Ligue 1,6077,78,78,0
France Ligue 1,6079,54,54,0
France Ligue 1,6079,55,55,0
France Ligue 1,6079,66,66,0
France Ligue 1,6081,17,17,0
France Ligue 1,6082,30,30,0
France Ligue 1,6082,32,32,0
France Ligue 1,6083,21,21,0
France Ligue 1,6083,34,34,0
France Ligue 1,6083,36,36,0
France Ligue 1,6083,40,40,0
France Ligue 1,6083,45,45,0
France Ligue 1,6083,57,57,0
France Ligue 1,6083,73,73,0
France Ligue 1,6083,90,90,0
France Ligue 1,6084,80,80,0
France Ligue 1,6085,50,50,0
France Ligue 1,6086,40,40,0
France Ligue 1,6086,90,90,0
France Ligue 1,6087,9,9,0
France Ligue 1,6087,55,55,0
France Ligue 1,6088,78,78,0
France Ligue 1,6088,81,81,0
France Ligue 1,6089,18,18,0
France Ligue 1,6089,39,39,0
France Ligue 1,6089,67,67,0
France Ligue 1,6091,67,67,0
France Ligue 1,6091,88,88,0
France Ligue 1,6092,34,34,0
France Ligue 1,6092,63,63,0
France Ligue 1,6092,80,80,0
France Ligue 1,6092,84,84,0
France Ligue 1,6093,41,41,0
France Ligue 1,6093,79,79,0
France Ligue 1,6094,66,66,0
France Ligue 1,6095,66,66,0
France Ligue 1,6095,75,75,0
France Ligue 1,6096,27,27,0
France Ligue 1,6096,29,29,0
France Ligue 1,6096,42,42,0
France Ligue 1,6096,86,86,0
France Ligue 1,6096,90,90,0
France Ligue 1,6097,37,37,0
France Ligue 1,6097,90,90,0
France Ligue 1,6098,69,69,0
France Ligue 1,6098,77,77,0
France Ligue 1,6099,88,88,0
France Ligue 1,6100,35,35,0
France Ligue 1,6100,48,48,0
France Ligue 1,6101,49,49,0
France Ligue 1,6101,76,76,0
France Ligue 1,6101,90,90,0
France Ligue 1,6102,25,25,0
France Ligue 1,6102,30,30,0
France Ligue 1,6102,44,44,0
France Ligue 1,6102,66,66,0
France Ligue 1,6102,71,71,0
France Ligue 1,6103,12,12,0
France Ligue 1,6103,39,39,0
France Ligue 1,6103,45,45,0
France Ligue 1,6104,51,51,0
France Ligue 1,6104,83,83,0
France Ligue 1,6104,90,90,0
France Ligue 1,6105,13,13,0
France Ligue 1,6105,37,37,0
France Ligue 1,6106,10,10,0
France Ligue 1,6106,66,66,0
France Ligue 1,6107,51,51,0
France Ligue 1,6107,61,61,0
France Ligue 1,6108,69,69,0
France Ligue 1,6108,73,73,0
France Ligue 1,6108,77,77,0
France Ligue 1,6109,8,8,0
France Ligue 1,6109,90,90,0
France Ligue 1,6110,70,70,0
France Ligue 1,6110,90,90,0
France Ligue 1,6111,54,54,0
France Ligue 1,6111,56,56,0
France Ligue 1,6111,71,71,0
France Ligue 1,6111,90,90,0
France Ligue 1,6112,18,18,0
France Ligue 1,6112,57,57,0
France Ligue 1,6112,69,69,0
France Ligue 1,6112,83,83,0
France Ligue 1,6113,11,11,0
France Ligue 1,6113,52,52,0
France Ligue 1,6113,87,87,0
France Ligue 1,6114,11,11,0
France Ligue 1,6114,24,24,0
France Ligue 1,6114,79,79,0
France Ligue 1,6115,63,63,0
France Ligue 1,6116,45,45,0
France Ligue 1,6117,81,81,0
France Ligue 1,6118,45,45,0
France Ligue 1,6118,68,68,0
France Ligue 1,6119,5,5,0
France Ligue 1,6119,60,60,0
France Ligue 1,6120,18,18,0
France Ligue 1,6121,21,21,0
France Ligue 1,6121,69,69,0
France Ligue 1,6122,36,36,0
France Ligue 1,6122,55,55,0
France Ligue 1,6122,67,67,0
France Ligue 1,6123,4,4,0
France Ligue 1,6123,60,60,0
France Ligue 1,6123,71,71,0
France Ligue 1,6124,89,89,0
France Ligue 1,6125,56,56,0
France Ligue 1,6125,76,76,0
France Ligue 1,6126,77,77,0
France Ligue 1,6126,81,81,0
France Ligue 1,6127,38,38,0
France Ligue 1,6128,13,13,0
France Ligue 1,6139,24,24,0
France Ligue 1,6139,66,66,0
France Ligue 1,6140,72,72,0
France Ligue 1,6140,90,90,0
France Ligue 1,6142,13,13,0
France Ligue 1,6142,32,32,0
France Ligue 1,6142,60,60,0
France Ligue 1,6143,19,19,0
France Ligue 1,6144,7,7,0
France Ligue 1,6144,33,33,0
France Ligue 1,6144,49,49,0
France Ligue 1,6144,71,71,0
France Ligue 1,6145,18,18,0
France Ligue 1,6145,50,50,0
France Ligue 1,6145,89,89,0
France Ligue 1,6146,5,5,0
France Ligue 1,6146,75,75,0
France Ligue 1,6147,22,22,0
France Ligue 1,6147,35,35,0
France Ligue 1,6147,42,42,0
France Ligue 1,6147,56,56,0
France Ligue 1,6147,89,89,0
France Ligue 1,6148,3,3,0
France Ligue 1,6148,77,77,0
France Ligue 1,6148,82,82,0
France Ligue 1,6149,72,72,0
France Ligue 1,6149,78,78,0
France Ligue 1,6150,5,5,0
France Ligue 1,6150,10,10,0
France Ligue 1,6150,27,27,0
France Ligue 1,6150,52,52,0
France Ligue 1,6151,2,2,0
France Ligue 1,6152,6,6,0
France Ligue 1,6152,84,84,0
France Ligue 1,6153,34,34,0
France Ligue 1,6153,47,47,0
France Ligue 1,6153,88,88,0
France Ligue 1,6153,90,90,0
France Ligue 1,6154,29,29,0
France Ligue 1,6154,42,42,0
France Ligue 1,6154,72,72,0
France Ligue 1,6155,4,4,0
France Ligue 1,6155,28,28,0
France Ligue 1,6155,55,55,0
France Ligue 1,6156,49,49,0
France Ligue 1,6156,57,57,0
France Ligue 1,6157,6,6,0
France Ligue 1,6157,59,59,0
France Ligue 1,6157,61,61,0
France Ligue 1,6158,62,62,0
France Ligue 1,6158,89,89,0
France Ligue 1,6159,23,23,0
France Ligue 1,6159,86,86,0
France Ligue 1,6160,17,17,0
France Ligue 1,6160,37,37,0
France Ligue 1,6160,81,81,0
France Ligue 1,6160,87,87,0
France Ligue 1,6160,90,90,0
France Ligue 1,6161,69,69,0
France Ligue 1,6161,77,77,0
France Ligue 1,6161,78,78,0
France Ligue 1,6162,11,11,0
France Ligue 1,6162,26,26,0
France Ligue 1,6163,17,17,0
France Ligue 1,6163,46,46,0
France Ligue 1,6163,73,73,0
France Ligue 1,6163,90,90,0
France Ligue 1,6164,23,23,0
France Ligue 1,6164,44,44,0
France Ligue 1,6164,59,59,0
France Ligue 1,6164,82,82,0
France Ligue 1,6165,48,48,0
France Ligue 1,6165,63,63,0
France Ligue 1,6165,72,72,0
France Ligue 1,6166,71,71,0
France Ligue 1,6167,9,9,0
France Ligue 1,6167,22,22,0
France Ligue 1,6167,90,90,0
France Ligue 1,6168,29,29,0
France Ligue 1,6168,35,35,0
France Ligue 1,6168,44,44,0
France Ligue 1,6170,1,1,0
France Ligue 1,6170,29,29,0
France Ligue 1,6170,56,56,0
France Ligue 1,6171,45,45,0
France Ligue 1,6172,40,40,0
France Ligue 1,6172,60,60,0
France Ligue 1,6172,70,70,0
France Ligue 1,6172,72,72,0
France Ligue 1,6172,84,84,0
France Ligue 1,6173,39,39,0
France Ligue 1,6173,45,45,0
France Ligue 1,6174,10,10,0
France Ligue 1,6174,72,72,0
France Ligue 1,6174,75,75,0
France Ligue 1,6175,22,22,0
France Ligue 1,6175,26,26,0
France Ligue 1,6175,38,38,0
France Ligue 1,6175,77,77,0
France Ligue 1,6175,85,85,0
France Ligue 1,6176,5,5,0
France Ligue 1,6177,36,36,0
France Ligue 1,6178,5,5,0
France Ligue 1,6178,11,11,0
France Ligue 1,6178,24,24,0
France Ligue 1,6178,45,45,0
France Ligue 1,6178,56,56,0
France Ligue 1,6178,61,61,0
France Ligue 1,6178,90,90,0
France Ligue 1,6179,5,5,0
France Ligue 1,6179,17,17,0
France Ligue 1,6179,28,28,0
France Ligue 1,6179,39,39,0
France Ligue 1,6180,15,15,0
France Ligue 1,6180,23,23,0
France Ligue 1,6180,68,68,0
France Ligue 1,6180,90,90,0
France Ligue 1,6181,48,48,0
France Ligue 1,6181,71,71,0
France Ligue 1,6181,79,79,0
France Ligue 1,6182,41,41,0
France Ligue 1,6182,53,53,0
France Ligue 1,6182,77,77,0
France Ligue 1,6183,51,51,0
France Ligue 1,6183,81,81,0
France Ligue 1,6184,27,27,0
France Ligue 1,6184,85,85,0
France Ligue 1,6184,89,89,0
France Ligue 1,6184,90,90,0
France Ligue 1,6185,43,43,0
France Ligue 1,6186,12,12,0
France Ligue 1,6186,62,62,0
France Ligue 1,6186,70,70,0
France Ligue 1,6187,3,3,0
France Ligue 1,6188,35,35,0
France Ligue 1,6188,54,54,0
France Ligue 1,6189,58,58,0
France Ligue 1,6189,74,74,0
France Ligue 1,6189,85,85,0
France Ligue 1,6190,51,51,0
France Ligue 1,6190,58,58,0
France Ligue 1,6192,67,67,0
France Ligue 1,6193,30,30,0
France Ligue 1,6193,86,86,0
France Ligue 1,6194,35,35,0
France Ligue 1,6194,38,38,0
France Ligue 1,6194,69,69,0
France Ligue 1,6194,72,72,0
France Ligue 1,6194,88,88,0
France Ligue 1,6195,31,31,0
France Ligue 1,6196,42,42,0
France Ligue 1,6196,44,44,0
France Ligue 1,6196,69,69,0
France Ligue 1,6196,84,84,0
France Ligue 1,6197,6,6,0
France Ligue 1,6198,21,21,0
France Ligue 1,6198,88,88,0
France Ligue 1,6199,1,1,0
France Ligue 1,6199,5,5,0
France Ligue 1,6199,9,9,0
France Ligue 1,6199,47,47,0
France Ligue 1,6199,67,67,0
France Ligue 1,6199,80,80,0
France Ligue 1,6200,14,14,0
France Ligue 1,6200,15,15,0
France Ligue 1,6200,54,54,0
France Ligue 1,6201,26,26,0
France Ligue 1,6201,36,36,0
France Ligue 1,6201,60,60,0
France Ligue 1,6203,37,37,0
France Ligue 1,6203,75,75,0
France Ligue 1,6204,26,26,0
France Ligue 1,6204,52,52,0
France Ligue 1,6206,85,85,0
France Ligue 1,6208,8,8,0
France Ligue 1,6208,11,11,0
France Ligue 1,6208,15,15,0
France Ligue 1,6208,40,40,0
France Ligue 1,6208,45,45,0
France Ligue 1,6208,58,58,0
France Ligue 1,6208,80,80,0
France Ligue 1,6209,54,54,0
France Ligue 1,6209,59,59,0
France Ligue 1,6210,90,90,0
France Ligue 1,6211,39,39,0
France Ligue 1,6212,26,26,0
France Ligue 1,6212,39,39,0
France Ligue 1,6212,58,58,0
France Ligue 1,6212,90,90,0
France Ligue 1,6213,27,27,0
France Ligue 1,6213,44,44,0
France Ligue 1,6214,33,33,0
France Ligue 1,6214,55,55,0
France Ligue 1,6214,90,90,0
France Ligue 1,6215,90,90,0
France Ligue 1,6216,6,6,0
France Ligue 1,6216,21,21,0
France Ligue 1,6216,39,39,0
France Ligue 1,6216,43,43,0
